id,movie_id,linked_movie_id,link_type_id
118,9111,86780,5
119,9215,40855,9
120,9274,158,3
121,10400,10614,1
122,11914,46938,1
123,12058,74940,3
124,12340,35141,12
125,14862,10150,12
126,16226,67268,1
127,16612,61699,1
128,16959,87279,1
129,18125,81005,3
130,20333,60322,1
131,20653,6250,3
132,23439,34889,5
133,24096,18983,1
134,24238,3397,3
135,24694,37330,3
136,25437,95615,1
137,26343,27615,9
138,26397,22792,5
139,26502,83714,1
140,26602,26502,9
141,27112,61388,3
142,27873,16728,1
143,27924,53770,5
144,29339,78142,1
145,30013,86899,3
146,31385,31243,3
147,31459,81493,3
148,33229,35364,5
149,33314,61544,12
150,33803,84748,5
151,34299,73065,9
152,37444,24562,12
153,37936,4568,12
154,40405,37346,1
155,40636,97380,5
156,40817,31642,1
157,42289,33589,9
158,42363,69353,1
159,43085,19669,9
160,43147,7250,12
161,43553,94033,9
162,44061,41448,5
163,44294,96404,3
164,45305,34810,5
165,46031,87147,1
166,46613,38255,1
167,46695,94080,1
168,49238,53481,3
169,49987,19115,9
170,50989,94084,5
171,51840,38511,9
172,51956,49606,5
173,53655,30318,12
174,54670,31149,9
175,55524,11890,9
176,57226,26317,3
177,57625,25127,5
178,57853,10150,12
179,60533,482,1
180,62518,13477,5
181,66392,18783,3
182,67493,37635,12
183,67531,60533,12
184,67775,64954,5
185,68174,97169,5
186,70773,68136,12
187,72164,71450,9
188,72295,7494,1
189,73112,76504,5
190,73339,77194,3
191,73459,46144,9
192,76195,17167,9
193,76237,3404,9
194,76809,55022,9
195,76878,49035,1
196,78372,80511,12
197,79247,47337,5
198,82974,57918,12
199,83256,96430,1
200,84493,23089,9
201,85506,46658,5
202,85697,40291,1
203,85988,66490,3
204,86363,27924,12
205,86941,82252,12
206,87915,89748,9
207,87994,34644,1
208,88378,15042,1
209,88993,64443,1
210,90073,47058,5
211,90719,27051,3
212,90725,63235,12
213,92192,56331,1
214,92231,2415,5
215,92305,55620,1
216,95296,37938,3
217,95621,29359,9
218,95990,70177,5
219,96876,38433,9
220,97392,90891,5
221,98495,50267,1
222,98699,64443,12
223,649,57918,3
224,2274,73302,9
225,4765,19142,3
226,5389,75085,5
227,5524,85083,5
228,5751,73403,5
229,6692,84132,5
230,6790,66756,5
231,7012,76885,9
232,7488,74141,9
233,7694,76882,9
234,8220,38495,12
235,8538,93781,9
236,9050,49307,1
237,10062,77342,9
238,10284,85773,1
239,11119,65793,3
240,13197,76872,5
241,13265,83805,3
242,13344,20252,5
243,14602,49275,12
244,15312,47401,1
245,17215,18439,5
246,17689,92012,5
247,18304,79285,12
248,18412,5433,3
249,18602,89226,3
250,19104,5404,1
251,19192,13430,1
252,19491,4463,12
253,20432,30513,5
254,21441,16409,3
255,22307,40018,5
256,23610,83046,5
257,25061,14462,9
258,26563,89711,5
259,26718,42958,5
260,27423,8538,5
261,28678,89971,1
262,30522,31874,5
263,30749,7233,1
264,31064,26180,3
265,31091,14574,5
266,32152,91404,3
267,33126,86875,1
268,34113,34088,12
269,34389,15714,3
270,34532,50701,1
271,34840,65553,1
272,36158,98865,1
273,36751,15028,5
274,36887,29526,3
275,36916,79285,5
276,38140,37678,3
277,38362,48362,5
278,38559,16409,5
279,39733,22286,1
280,39916,287,3
281,40123,87639,12
282,40637,19183,3
283,42314,15535,5
284,42709,57807,9
285,42742,67534,5
286,44591,85466,12
287,44604,4243,9
288,45016,94871,3
289,46243,13889,5
290,46784,90901,3
291,48023,30897,9
292,48785,3404,3
293,49070,61569,1
294,50086,34141,5
295,50886,27748,12
296,51002,9535,5
297,52049,46992,1
298,52555,4002,12
299,53091,20994,9
300,54315,27748,12
301,56030,40696,5
302,58467,73567,3
303,58512,5438,3
304,59601,756,9
305,60363,46732,9
306,60649,999,9
307,62362,17210,12
308,62377,69924,9
309,62986,61299,9
310,63876,83226,1
311,64455,9738,5
312,64710,54074,1
313,64930,13731,1
314,67393,22204,3
315,68595,81082,3
316,69066,84359,9
317,69815,54631,12
318,70442,65594,1
319,72080,85372,3
320,72713,11930,1
321,73296,40979,12
322,73423,59907,3
323,73465,42219,1
324,74444,89172,3
325,74637,45813,5
326,75457,48374,1
327,75841,64494,5
328,76389,28411,5
329,76521,2312,1
330,77481,60018,5
331,78738,7418,1
332,79019,75005,1
333,79144,70177,9
334,80339,25627,5
335,80582,39910,9
336,81926,40925,3
337,82033,65937,1
338,82387,31385,5
339,82714,76194,3
340,82924,70230,1
341,83108,60421,5
342,83163,24041,9
343,83334,18841,1
344,83607,31064,1
345,85309,23923,3
346,86572,46282,5
347,86575,86150,9
348,87810,77967,1
349,87846,68360,12
350,88425,39214,1
351,89211,34399,5
352,89429,62044,5
353,90202,37130,5
354,92031,19298,12
355,92480,18011,3
356,92630,23610,12
357,93974,38140,1
358,95880,13168,5
359,655,81141,3
360,731,51809,5
361,1538,44979,9
362,2746,34532,3
363,2907,55286,9
364,3394,92971,1
365,3814,59228,12
366,4321,61976,9
367,4921,96534,9
368,6464,6525,12
369,6510,51760,1
370,6985,39847,9
371,7861,23923,3
372,8459,16409,12
373,8860,96540,9
374,9332,40080,12
375,9605,97613,12
376,10478,4472,3
377,10501,71865,9
378,11510,74031,9
379,14853,90719,1
380,15380,81871,1
381,15661,14138,3
382,16270,27163,9
383,16937,59967,5
384,18806,83340,3
385,19255,75630,9
386,19433,16172,3
387,20028,15354,5
388,20165,13473,1
389,20850,7452,9
390,21885,2024,9
391,21920,19568,3
392,22535,16221,3
393,25046,7330,12
394,25240,38559,12
395,26826,68538,12
396,29276,22918,5
397,30047,71135,12
398,30338,25635,5
399,31046,78991,1
400,31553,23454,1
401,33470,6255,3
402,33499,9083,3
403,33522,2048,9
404,35742,29678,1
405,36504,65121,3
406,36892,91646,12
407,37012,35352,9
408,37497,61920,3
409,38810,52189,5
410,39818,15860,1
411,40829,17049,5
412,41271,41099,1
413,41353,23923,3
414,41368,27120,3
415,41692,27450,9
416,41844,3487,9
417,42645,45186,9
418,42900,8527,5
419,43282,12595,1
420,44722,87846,3
421,45224,40401,5
422,45686,45741,3
423,46004,89555,1
424,46734,7713,9
425,47338,17361,9
426,48869,56030,3
427,50579,26474,1
428,50966,14429,3
429,51432,40637,9
430,51543,603,12
431,52685,15735,1
432,52732,11510,1
433,52812,84900,5
434,53853,49277,3
435,54218,41423,1
436,54823,1721,9
437,57016,32440,1
438,57124,5136,5
439,57429,16775,5
440,58570,71379,9
441,58610,76901,3
442,58938,37456,5
443,59643,11636,12
444,60399,31505,12
445,61336,17896,1
446,62303,37356,5
447,62478,22283,12
448,63576,20994,3
449,63726,23521,12
450,64491,74564,12
451,65479,22557,1
452,66257,49536,1
453,67119,39398,3
454,68181,80419,5
455,68345,3874,12
456,68841,88128,9
457,70459,46816,1
458,71891,58218,1
459,72524,19030,5
460,74823,33470,9
461,75199,12218,12
462,75529,16262,12
463,78093,41468,12
464,78211,49111,9
465,78677,71700,3
466,79133,62359,1
467,79472,17335,3
468,79541,47514,3
469,79575,63136,1
470,79798,17028,9
471,81818,74304,9
472,83998,11361,3
473,84698,66579,1
474,84831,81787,9
475,84848,46187,5
476,85335,65183,5
477,85839,96805,3
478,87339,81919,1
479,87612,64710,9
480,87928,67599,9
481,88265,22535,3
482,88551,73380,5
483,89215,36396,1
484,90134,26439,1
485,91430,8860,9
486,91452,4746,12
487,92549,65435,5
488,93228,62768,12
489,93873,97430,9
490,94683,88971,1
491,94743,343,9
492,95426,71327,9
493,97712,79897,9
494,98665,55794,1
495,98789,29889,9
496,99700,95990,1
497,532,26321,3
498,2936,95880,3
499,3757,11641,5
500,4530,71706,9
501,4572,86555,12
502,5090,11270,3
503,5839,89361,9
504,6632,93519,9
505,7967,67911,9
506,9182,41991,1
507,10039,74781,12
508,10539,49642,1
509,11140,68345,12
510,11437,24845,5
511,12068,2414,1
512,12295,74727,3
513,12474,9821,9
514,12600,6392,9
515,13204,49367,9
516,14593,14673,1
517,15236,97113,9
518,15345,52294,5
519,16078,60935,1
520,17440,49989,3
521,17655,88565,1
522,18053,34810,1
523,18076,10476,12
524,18288,24625,9
525,18845,89321,9
526,18879,53827,1
527,19136,40925,1
528,19260,95502,12
529,19797,78390,12
530,21772,12532,1
531,21796,12058,5
532,22527,47277,9
533,22773,6741,5
534,23699,23581,3
535,23988,71780,1
536,24255,48555,5
537,29640,1644,5
538,30033,7963,1
539,30165,59691,3
540,30332,18053,9
541,30800,63855,5
542,30840,96663,9
543,31263,58491,3
544,31746,12067,9
545,31872,28252,1
546,32082,59746,1
547,32689,88074,9
548,32778,4746,9
549,33909,99085,5
550,35778,10911,5
551,36821,25134,5
552,36833,11078,1
553,37543,53469,1
554,37949,12327,1
555,39240,84469,12
556,39961,30033,5
557,40071,17253,1
558,40665,88980,1
559,40700,97113,1
560,40912,15095,5
561,42657,6960,9
562,42821,39548,5
563,43487,44003,9
564,44156,8603,3
565,44561,82598,1
566,45462,89572,9
567,46116,68537,3
568,46324,77916,9
569,46603,25175,9
570,48238,15075,9
571,49092,97360,9
572,49509,22450,3
573,50287,40817,1
574,51020,18076,3
575,51101,12004,9
576,51640,28505,12
577,52305,33421,12
578,53531,34992,1
579,53784,58916,3
580,55119,31028,12
581,56667,39046,9
582,58064,24216,9
583,58135,69481,1
584,59567,76379,9
585,59640,20169,1
586,60092,99981,3
587,60192,75538,5
588,60717,55599,1
589,62797,59472,12
590,63408,54282,9
591,64079,58646,9
592,67085,75434,5
593,67110,80560,3
594,68352,40956,9
595,68648,43450,3
596,69074,58490,3
597,69202,36098,1
598,69518,32689,5
599,72173,97065,3
600,72455,6957,1
601,73374,66374,1
602,73712,66684,12
603,75339,31507,9
604,76102,49042,12
605,77470,10161,12
606,77672,58135,5
607,79361,65318,12
608,79636,58226,12
609,80613,30724,1
610,81218,14673,9
611,82817,83687,12
612,83353,51453,3
613,83626,21390,9
614,84009,62892,1
615,84906,73792,1
616,84926,21885,3
617,85855,67561,5
618,85862,53273,9
619,87885,1114,3
620,88143,59502,1
621,88687,78034,1
622,90559,28866,9
623,91017,71137,1
624,91122,89790,12
625,91544,80488,1
626,92446,16672,3
627,93150,62344,9
628,94376,20934,9
629,96347,93150,5
630,96691,87339,1
631,97176,32665,5
632,98521,60000,5
633,98712,92405,1
634,98776,40118,3
635,99797,81013,1
636,814,31600,3
637,1155,37284,1
638,2047,97176,9
639,2615,75231,3
640,3801,73381,12
641,4358,81097,1
642,5003,37144,5
643,5331,21448,9
644,5349,22258,1
645,5409,95437,3
646,5544,57772,5
647,5875,96799,5
648,6066,52782,9
649,6261,21940,9
650,6731,93430,5
651,7018,2805,3
652,7206,9817,1
653,7649,63959,5
654,8383,5797,9
655,8811,53976,3
656,9611,4403,1
657,9654,62546,5
658,10177,77735,1
659,10277,42924,3
660,11646,90459,1
661,12702,8336,3
662,13212,15686,3
663,13392,87395,5
664,13638,33214,9
665,13746,99164,9
666,14425,7490,3
667,14720,9039,1
668,15228,92986,1
669,15831,37789,1
670,16823,74178,12
671,16897,97270,9
672,17115,48210,5
673,18059,93241,3
674,18083,61262,9
675,18258,4617,5
676,18512,91930,1
677,18762,1057,3
678,19248,6135,1
679,19810,11371,1
680,21039,53789,5
681,21574,20759,5
682,21603,28205,12
683,21904,85182,12
684,22134,8811,3
685,22717,14282,5
686,22751,17783,9
687,23102,3781,5
688,23707,20910,3
689,23758,3348,9
690,23898,83334,5
691,23924,22717,9
692,25266,88504,9
693,25755,88369,12
694,26330,74600,5
695,26349,7018,5
696,26617,70589,1
697,26918,40118,1
698,27277,11470,3
699,27888,75859,9
700,28620,664,5
701,29050,19568,1
702,29109,23567,1
703,29241,79575,1
704,29586,10054,3
705,29733,11817,1
706,30878,24510,5
707,31268,51863,5
708,31464,81394,9
709,31883,19448,12
710,33550,24304,1
711,34726,95892,3
712,35127,94216,9
713,35724,47036,3
714,35963,2748,12
715,36905,88833,5
716,37031,31808,1
717,37096,86278,5
718,37200,22990,12
719,37502,81882,5
720,37952,98366,5
721,38193,34848,12
722,39291,32274,1
723,39475,90399,1
724,40142,92709,1
725,40769,18423,3
726,42227,60082,9
727,43778,8691,5
728,44265,16713,5
729,44803,16656,1
730,45786,10146,12
731,45912,22324,5
732,46003,17772,5
733,46900,19248,9
734,47736,19502,3
735,49197,5097,5
736,49228,47380,9
737,49883,71674,5
738,51628,1585,3
739,51648,26086,1
740,52077,19579,12
741,52634,34389,1
742,53068,58550,3
743,53594,91746,1
744,53743,25838,5
745,54288,48811,12
746,54532,91890,5
747,55824,6444,3
748,56050,42489,1
749,56817,53153,9
750,57098,14897,3
751,57169,55824,12
752,57382,33352,3
753,57449,8630,5
754,57477,53594,1
755,57581,33499,1
756,57763,27698,5
757,58148,19248,12
758,58447,31553,1
759,58711,98472,5
760,59536,37229,3
761,59687,15256,1
762,60118,99391,3
763,60281,16995,12
764,60447,14967,9
765,61496,68659,12
766,61514,42714,3
767,61987,50713,3
768,62008,59497,5
769,62101,85754,1
770,63189,28866,1
771,63437,17507,9
772,64103,57630,5
773,64436,49429,1
774,64561,60464,5
775,65072,83528,9
776,65580,24241,5
777,65816,67604,3
778,66368,50503,9
779,66813,18150,1
780,67012,27139,3
781,68032,29295,3
782,69413,91640,3
783,70299,64999,1
784,70332,72180,9
785,71174,28979,12
786,73204,50571,5
787,74038,62203,9
788,74097,46027,1
789,74565,31904,1
790,75063,21603,5
791,75098,76976,9
792,75846,23089,9
793,75978,2746,9
794,76239,46637,12
795,77578,10964,9
796,78169,28803,12
797,78238,50664,1
798,78980,75183,1
799,79081,48749,12
800,79224,46743,12
801,79828,28445,5
802,80164,19077,12
803,81727,13204,1
804,82020,40849,5
805,82581,72288,3
806,82938,63727,5
807,84024,73374,1
808,84175,16630,12
809,84479,15604,1
810,84648,86671,5
811,85633,35302,5
812,86172,69198,5
813,86319,36620,3
814,86517,15350,5
815,87811,40719,5
816,87881,14430,1
817,88202,24244,9
818,88767,24467,9
819,90416,39257,3
820,90605,32307,3
821,90627,49138,3
822,90922,45743,5
823,91131,19247,3
824,92282,2449,3
825,92286,57169,1
826,92632,16170,3
827,93611,15404,1
828,93672,83016,1
829,94177,74782,12
830,94311,61307,9
831,94657,73992,1
832,96325,64427,12
833,96740,10050,5
834,96749,54211,9
835,97295,72557,1
836,97470,73236,5
837,98244,86572,1
838,98396,53643,9
839,98433,78452,9
840,98625,57167,12
841,98669,84961,1
842,98884,65314,1
843,1722,13923,12
844,1857,40352,3
845,3662,72671,3
846,7822,93466,9
847,8194,7142,3
848,9163,2986,9
849,9202,60721,9
850,10211,98622,1
851,11053,20628,12
852,11151,44891,12
853,12307,93266,3
854,13961,98836,1
855,14302,65327,1
856,14742,13449,3
857,14857,2404,3
858,15347,67612,5
859,15652,63461,12
860,16809,33141,1
861,17958,92288,12
862,18365,73633,12
863,18967,55022,12
864,19324,7049,5
865,19436,26617,3
866,19783,33375,5
867,19957,69805,3
868,21012,43486,5
869,21096,80475,5
870,21199,97718,12
871,21417,21226,5
872,22066,27694,9
873,23045,56167,5
874,23989,35352,12
875,25503,66021,9
876,26204,42821,3
877,26274,60273,5
878,27670,95093,1
879,29100,72557,3
880,29592,81626,5
881,31569,14868,9
882,31868,33448,9
883,32151,84848,1
884,32910,99479,1
885,35092,3757,9
886,35140,28594,1
887,35970,57016,1
888,37825,82871,1
889,38865,47823,5
890,38927,55403,5
891,41810,19359,3
892,42565,18721,3
893,43319,80682,3
894,43772,59640,1
895,45143,42005,9
896,50885,87903,9
897,52164,20950,1
898,53480,46132,12
899,55062,46360,12
900,55215,67561,5
901,55848,56348,12
902,57049,46003,12
903,57463,41965,9
904,58019,47095,5
905,58663,60880,1
906,59889,50287,1
907,60310,7659,9
908,60702,29109,1
909,61016,16256,3
910,61124,43644,1
911,61248,61901,1
912,62267,17725,5
913,62596,27185,1
914,63957,21940,1
915,64653,14921,3
916,65166,4536,9
917,67755,99817,5
918,69034,83629,12
919,70937,31076,12
920,71672,54300,9
921,72057,51060,5
922,72430,28613,1
923,72669,44776,12
924,73032,15322,1
925,73692,4485,3
926,73699,84853,9
927,76097,88508,9
928,76415,31919,12
929,76555,78609,5
930,77213,27020,12
931,77244,69805,1
932,79041,42661,3
933,80620,3058,9
934,80950,65883,1
935,82463,84540,1
936,83326,87734,9
937,83338,28859,9
938,83557,85375,9
939,83757,88360,12
940,83950,77717,1
941,84070,73981,5
942,84354,74004,1
943,85437,56397,5
944,85864,60854,3
945,86207,52291,5
946,87394,30025,9
947,89159,76195,1
948,89414,74598,1
949,90960,49476,9
950,91103,64283,1
951,91730,90446,12
952,92723,63825,9
953,93262,80682,3
954,94185,84926,9
955,98000,47356,3
956,99881,3375,5
957,113,76314,3
958,205,53333,1
959,298,62347,3
960,1869,85296,5
961,2022,89338,9
962,2361,56760,9
963,2728,66589,5
964,2890,67902,5
965,3178,64261,3
966,3445,63007,5
967,4323,87787,5
968,4412,93056,9
969,4778,38079,3
970,4970,80416,9
971,5359,98582,12
972,6025,45165,9
973,6778,94648,3
974,6943,28368,5
975,7156,205,5
976,7256,2910,1
977,7816,78260,1
978,9380,75424,12
979,10773,67628,9
980,11363,3235,1
981,12164,26556,12
982,12495,68570,9
983,12879,25281,5
984,14596,4149,3
985,15634,89493,12
986,15800,98662,3
987,15978,92466,3
988,17360,97077,1
989,17411,85915,1
990,18854,27921,1
991,20188,38170,5
992,20262,87052,5
993,20917,79317,1
994,21110,60071,9
995,21203,95029,9
996,21689,74711,3
997,22132,59721,3
998,25265,77424,1
999,25577,86719,12
1000,25848,14102,5
1001,26175,90097,12
1002,26539,7151,1
1003,29724,40789,3
1004,29917,23949,1
1005,30621,35441,5
1006,34117,92062,3
1007,34902,25488,5
1008,35201,59334,9
1009,37077,35972,12
1010,39726,94177,3
1011,40049,31555,5
1012,40315,82371,1
1013,41247,24097,1
1014,42259,34471,3
1015,42431,28849,5
1016,42995,19104,1
1017,43287,88906,1
1018,43708,40129,5
1019,43745,72798,1
1020,44656,66627,3
1021,45177,9893,1
1022,47240,91083,1
1023,47705,19201,1
1024,48402,39107,1
1025,48669,31048,1
1026,49423,32910,3
1027,52562,41448,1
1028,52607,18941,5
1029,52692,40946,12
1030,52775,36438,1
1031,52932,10332,9
1032,53778,84141,1
1033,54025,51270,1
1034,54257,90930,9
1035,55281,19109,5
1036,55649,49879,5
1037,57093,89280,12
1038,57997,52392,1
1039,58035,19886,9
1040,58527,30929,9
1041,59296,86030,3
1042,59530,95289,3
1043,59970,43559,12
1044,61502,16384,5
1045,61702,49228,1
1046,61998,36455,3
1047,62695,24656,5
1048,62741,99097,9
1049,63077,57945,1
1050,64660,29222,9
1051,65138,29366,9
1052,65955,91389,1
1053,67047,51039,1
1054,67232,35757,9
1055,67450,40855,12
1056,68053,47542,1
1057,68225,50614,5
1058,69070,60542,5
1059,70412,32233,5
1060,72613,51488,12
1061,73504,83394,1
1062,73996,55324,3
1063,77436,26842,9
1064,77663,21923,9
1065,77749,45104,1
1066,77815,82529,3
1067,77917,77160,9
1068,78863,15415,3
1069,79015,44582,5
1070,79315,51809,12
1071,79502,84645,5
1072,79522,58613,1
1073,80163,72975,1
1074,80321,51551,12
1075,80916,61853,1
1076,81509,9853,5
1077,81684,61177,12
1078,82569,75969,1
1079,83854,25652,5
1080,85539,15404,12
1081,86751,62540,1
1082,87016,20590,1
1083,87400,73024,1
1084,88027,806,12
1085,88124,52932,3
1086,88135,35972,1
1087,88258,24372,5
1088,89431,68085,5
1089,89737,83394,12
1090,89805,56234,3
1091,90027,22098,1
1092,90174,81846,3
1093,91458,87997,5
1094,91582,3235,5
1095,91677,75775,1
1096,93976,93351,1
1097,95266,90712,1
1098,95455,93505,5
1099,96421,2094,12
1100,96423,89633,1
1101,97660,72953,1
1102,97883,12080,12
1103,98100,76992,5
1104,98886,59595,3
1105,98917,56495,1
1106,98993,59229,12
1107,99430,89586,1
1108,456,41894,1
1109,702,58917,12
1110,1010,79336,3
1111,1014,40648,5
1112,2774,15715,12
1113,2960,42100,5
1114,4098,23473,1
1115,4519,97684,12
1116,5111,23626,12
1117,5346,7931,9
1118,7851,71216,1
1119,9053,72139,12
1120,9858,36821,1
1121,10717,31708,9
1122,11555,97468,3
1123,11567,3614,9
1124,13305,69297,5
1125,13407,13359,3
1126,15456,1385,3
1127,16070,6663,1
1128,16512,65558,5
1129,16522,95083,12
1130,16677,77886,3
1131,16853,92680,3
1132,17741,16725,5
1133,18661,86262,3
1134,19697,36306,1
1135,19737,8297,9
1136,20621,56689,9
1137,20848,41468,12
1138,22824,50734,1
1139,24624,87216,5
1140,25422,82732,1
1141,27239,68745,1
1142,28077,64257,1
1143,28960,64586,9
1144,29735,15561,1
1145,31906,66397,12
1146,32136,12879,5
1147,32277,50823,5
1148,33727,24245,9
1149,33785,21275,9
1150,34183,26058,1
1151,35081,28879,1
1152,35497,19918,9
1153,36230,43076,3
1154,37002,42193,3
1155,37064,8049,1
1156,38404,53383,12
1157,38827,36590,3
1158,39600,98049,5
1159,39746,11960,5
1160,40519,94606,1
1161,41840,34613,12
1162,41858,95019,3
1163,42050,38788,1
1164,43367,74456,3
1165,43605,3167,1
1166,44835,36647,1
1167,45226,22226,9
1168,45875,13220,3
1169,49964,5877,3
1170,50391,29369,9
1171,54697,84248,12
1172,55039,10626,12
1173,55306,79242,5
1174,56639,23329,1
1175,57355,36623,3
1176,59236,19973,12
1177,59842,90251,9
1178,60294,34274,9
1179,60386,86930,12
1180,61658,33701,1
1181,62342,49518,5
1182,62556,20848,1
1183,63160,89393,12
1184,63239,60352,9
1185,63764,15708,12
1186,63891,54174,5
1187,64864,61956,5
1188,65533,51511,12
1189,66114,9942,1
1190,67396,88646,3
1191,67467,4266,3
1192,68343,49878,1
1193,69042,46614,1
1194,70121,59073,9
1195,71031,53409,5
1196,71544,54990,5
1197,71738,54169,5
1198,71907,14999,1
1199,72066,11291,3
1200,72081,58677,1
1201,72270,2905,3
1202,72758,63562,9
1203,72970,62576,1
1204,73753,66771,1
1205,74663,22366,3
1206,76063,34335,1
1207,76382,58797,12
1208,77111,12767,1
1209,78376,36888,9
1210,78685,76567,5
1211,80715,62568,3
1212,81439,30431,12
1213,82301,70283,3
1214,82416,6984,9
1215,82725,69034,1
1216,83118,63419,12
1217,83880,46321,1
1218,84079,83728,12
1219,84093,52415,5
1220,85535,61502,1
1221,86100,70079,1
1222,87084,33499,1
1223,88384,61025,5
1224,88635,62163,9
1225,89212,551,9
1226,89496,61068,1
1227,89554,35982,5
1228,91398,87100,12
1229,91467,54336,5
1230,94134,35788,3
1231,94578,29060,9
1232,95403,85305,9
1233,97302,26786,1
1234,97432,47100,5
1235,97568,75904,1
1236,98190,803,1
1237,98276,50791,5
1238,98824,98731,3
1239,99032,74911,5
1240,99887,95854,12
1241,2194,90835,3
1242,2462,57636,9
1243,2786,22216,12
1244,2976,87728,3
1245,4383,68570,9
1246,5302,71115,3
1247,5490,39694,12
1248,5714,39109,5
1249,6961,33396,3
1250,7215,15757,1
1251,7958,50189,5
1252,9412,64730,3
1253,11073,55465,12
1254,12301,88872,1
1255,12668,5721,1
1256,12806,28318,5
1257,13031,48188,5
1258,14078,12362,1
1259,15929,56421,5
1260,15970,9218,1
1261,16292,53165,5
1262,16563,24653,5
1263,17415,50734,5
1264,18386,36444,3
1265,18458,91893,1
1266,22186,84797,1
1267,23255,6741,1
1268,23808,22693,9
1269,24062,61476,12
1270,24470,19003,12
1271,24984,13200,9
1272,25552,6961,12
1273,26665,3366,3
1274,27054,6441,1
1275,27796,77183,5
1276,28131,18272,3
1277,29148,13784,1
1278,29653,21549,5
1279,32158,21664,9
1280,32180,70079,9
1281,32779,99607,3
1282,33358,25266,1
1283,33462,74275,3
1284,35813,13099,1
1285,36104,21041,12
1286,36224,68745,12
1287,36848,32703,12
1288,37141,32923,1
1289,37147,54987,12
1290,37693,82947,12
1291,39604,3298,9
1292,39758,519,1
1293,39950,35426,5
1294,40113,52827,1
1295,40606,40113,5
1296,40987,81861,12
1297,42541,11841,9
1298,44555,72435,5
1299,45008,13784,5
1300,45693,27147,5
1301,47866,30577,5
1302,49267,82397,9
1303,49809,41643,12
1304,49831,45450,1
1305,51726,87299,5
1306,53813,92349,1
1307,55079,48016,3
1308,55714,48842,9
1309,56922,21751,1
1310,57428,9516,1
1311,57991,15970,3
1312,58566,12374,12
1313,59767,63576,5
1314,61647,57138,12
1315,62982,39666,1
1316,63453,30593,5
1317,63776,59591,12
1318,63873,90102,3
1319,64899,8937,3
1320,65416,78376,9
1321,66132,47879,1
1322,66674,57997,1
1323,67536,66260,5
1324,67818,45340,9
1325,68335,22216,5
1326,68487,2584,1
1327,70155,34844,12
1328,70730,98993,5
1329,71169,58613,1
1330,72982,29120,1
1331,75480,13200,1
1332,76855,2173,5
1333,79264,25791,1
1334,82262,30356,3
1335,82345,84730,12
1336,84427,76703,1
1337,86242,78253,9
1338,86503,27556,9
1339,87166,83016,1
1340,87852,96809,12
1341,88497,75663,9
1342,88855,84463,12
1343,88901,78093,1
1344,89962,19426,5
1345,90151,62127,5
1346,91411,64192,1
1347,91658,61808,1
1348,91852,54083,9
1349,92778,77815,1
1350,92944,9531,5
1351,93471,54445,5
1352,94357,80475,1
1353,94646,65455,3
1354,94859,69587,1
1355,95257,16713,9
1356,95280,44432,9
1357,97686,77915,12
1358,97720,48618,12
1359,97948,74785,9
1360,98129,53013,9
1361,98490,93147,1
1362,98849,77921,3
